Id,SalePrice
1095,185969.88161540515
2709,129605.52569840879
758,170350.3351755743
1496,170232.200508248
2370,124803.50889157246
2458,274466.44707688264
2733,120926.50638962394
161,270396.2043110356
726,172242.7238267257
845,217916.807224681
947,269294.0849650925
2232,131244.24233054937
2563,139903.17695758032
2299,138991.28431990405
211,106767.92871041124
605,162519.43588662738
1478,202369.64545298115
2247,265707.5947463169
2274,188091.61363732602
2869,174031.07592419686
967,229039.60513389253
2656,116063.71352694904
667,242674.12785776748
1042,108692.35181096733
2023,159601.51341275327
2447,414314.0630481944
2055,117235.79728172257
2275,290717.27481504687
2204,164040.81431877555
1563,260524.12100665245
483,205784.98231159485
796,132249.93665165966
1526,152434.8048638994
2042,163344.5855417026
442,336440.2028007857
1693,318036.8294267856
1468,203698.60557244887
1430,165718.4475198407
2605,168722.03633962703
1529,172290.54731441947
335,129541.76653712138
1287,141592.71163935773
31,106109.79294530775
1785,269787.32172825024
82,150917.77207710594
2620,119621.18329023357
252,195104.20762522076
721,79424.45358796048
2165,182831.09957517358
2316,169442.65229827023
775,122497.69612091104
1558,87242.47981007527
17,205359.99175222256
1022,242627.9811871365
925,108804.24167690019
438,294379.63380291703
1270,132950.57804682048
1272,116891.25439716654
215,133586.4246580262
266,222613.98622219497
2402,270462.39529394795
1250,123862.69591298111
1984,132073.33351130568
1279,137564.42132386315
377,248686.25724821474
1252,140566.1666029118
2156,276597.2905405407
499,339071.41206650564
1374,109220.66578059187
2898,273986.1889957866
401,109915.07837995759
2721,171186.52429393935
2078,241814.15555162946
2589,130016.03613243025
1946,253097.4072194749
1334,135700.75221737672
2781,238577.04992695685
431,383418.4615861458
576,215887.29434876153
1474,209090.81394586153
2254,139027.40083434706
2155,301371.3834315008
885,116958.82602588985
643,128731.82229978844
1944,135199.08629661164
480,196344.94500721814
2845,120535.11794883218
2387,315157.1276903616
2407,202202.6980683923
2527,152715.5031958822
2514,141559.9256506486
629,181499.2789833288
80,206055.2385007037
1876,134239.49936496915
1546,140145.2214609828
2518,165550.75779348522
2347,155655.16334325372
783,172590.10813294596
1322,79610.44770608653
194,91832.24827431462
1770,312854.7555283092
2143,141680.4696901784
1229,186844.8074536868
511,290111.95871439704
46,204263.33449434937
1348,171764.4715080798
2465,191122.321641735
387,231945.47404142303
873,206324.63685423997
1918,113621.14564929387
2764,238153.54223397805
2184,136962.12531550997
934,156370.90501100814
1920,138681.94278278883
2631,139668.15254422533
1768,671512.0302030552
2040,132713.40081932655
1749,220986.09591122041
834,217507.88399757328
1457,257866.028786116
79,120643.90124692486
2302,114017.29371942297
1817,127971.02785892606
2755,255272.66401863212
359,165575.7909797625
2059,118035.14921558528
2092,225586.8805558894
2516,244195.06028113962
150,116574.48135882872
1656,145687.59631951764
83,111306.18820374548
2411,179779.66603859526
795,78719.30184521002
2312,258117.15361445874
2917,92013.30450792896
1624,182236.71947831396
2215,296234.19333864725
1211,153061.33965869044
1485,147225.67128636572
1024,173272.46665877802
570,197213.62444874743
2874,151722.39971076857
700,166758.09294367873
2756,222378.60037222784
2022,200485.52524079487
583,215773.05191372737
2392,337524.7265676105
2424,206386.8535331414
212,114806.51826763459
736,141428.31980690703
1610,160887.11234662274
890,122705.9561352793
467,168255.61484334312
578,214462.6128074716
1747,162994.63305112493
1149,161599.16979721704
2758,229091.95498603897
857,125482.76779527255
2219,252540.7068317116
733,120831.60038706061
2909,115661.0507180719
1798,277108.0168307518
235,116857.00340588618
2366,128213.97359205301
1027,123157.72672576601
1195,136455.6644591017
1303,69097.16822928007
148,166341.3159048298
608,142856.9869692413
2515,173349.0643323867
821,284511.5583868833
2500,260218.15534866607
745,132149.0211800411
741,139691.76289655306
1611,133136.90683926243
2532,115522.83864992217
1081,223547.50543819583
1692,431748.8325643067
2520,192980.96161827457
276,101697.83207833512
1992,136843.88744524878
663,61994.59857599075
418,133893.35947013213
1733,169537.79342938896
2359,139066.6159909632
253,192885.9996273875
1518,169303.42522481742
2035,141189.31633902914
2919,93255.61739447674
1540,231606.2501134308
2120,145179.8955264646
1674,184227.15700975462
256,137916.93078832707
2361,102821.470861668
978,96561.92272178696
2280,168883.16033060796
2095,211435.3679432128
1709,333001.49400716356
2801,237818.84875291542
1246,102675.49141012668
2373,108739.8018679479
1055,285018.93186136696
2017,115673.4549491827
1099,313021.6822075555
1344,92855.93826332549
835,188706.768669843
1117,218283.78470677097
2043,85899.49136555742
2085,127386.44912971441
410,158677.29320960684
2650,119085.28139839302
2867,151458.83260003987
1668,118628.29170997623
1161,170320.92476460245
2122,161883.39568213618
2539,144721.16445074923
1047,147054.398523699
1445,122137.57660741895
541,126412.41172036117
569,238896.60418506965
1276,121256.80932309484
918,140696.91751757465
326,158733.35730557723
1936,129879.62520928029
895,99276.54009203168
257,134267.68624425033
1241,181979.40510788813
1545,134910.54250554022
1189,173272.7599778798
270,141901.71588888444
2066,206445.2194669802
693,119373.5989008733
1259,152362.89654486466
2916,155660.08792669352
2321,305321.964749636
1977,111853.67527005333
1895,153747.91385288208
1240,158962.83294342077
85,144195.11404007382
1823,121083.88358254835
825,293821.2639469246
110,216396.57460523624
697,126178.00480815276
2297,96762.82057870184
1231,129171.01524005336
1355,129782.43305722186
968,352312.93450837466
584,215633.81813168398
1315,119791.75177078349
1606,141198.6915697704
206,110563.23090783856
1685,333204.2902570991
2016,141253.05689574074
869,218131.41012969124
2135,118262.55928093204
2346,171507.02940930153
2430,223014.86698165123
2198,97080.49365787722
2652,118288.9774196532
27,119828.31172350282
241,166997.5004427424
906,117514.50245418944
1506,108413.28122237233
2098,383808.66638854507
1435,209050.5194867222
2213,102569.1532026012
1274,135368.1297357824
743,72528.50476899638
1737,200382.71591193916
2797,285700.7329187334
2185,76574.95330229905
58,162623.6463713319
830,193512.2249780445
808,119405.80191819055
680,158388.60392788053
1153,113849.07776306033
1291,151694.0142921243
1818,142814.10117887883
2161,183990.34509247134
1883,122656.16746506581
350,362185.1651586876
2473,137606.63043311774
295,178216.96133706684
293,200102.7079324056
859,114342.48784747874
288,84516.99749816848
1578,139411.4870628229
102,182207.58284278377
2831,179667.57676887908
1030,171042.523828194
2551,131425.34734018124
1286,153549.86554251282
958,305763.6316017373
776,123987.04615228994
72,199318.0688689331
2263,265877.24957139813
1866,140260.95758071655
2876,85498.81461299755
2146,282503.58043765044
103,165017.1863067308
1500,144926.59524832212
492,185363.70564348914
167,137333.17927808437
2597,126797.25278485587
2685,114861.92734875303
1035,138918.5187407063
1220,72020.80318946698
2602,141772.2355334683
2159,218549.23464230314
695,145687.65165609377
1109,248004.6253173166
640,182589.9269030652
1652,137835.43507205904
2090,179902.82068783158
1188,199051.14740932581
2345,232241.5958072393
1059,420831.77168200223
2751,248217.1392204945
128,198866.01846541828
1523,156445.59997292256
2925,146878.22732968634
2145,339378.29377480794
1121,223030.0984119657
566,331049.3143942177
565,210825.18175580003
1331,138994.42165072332
2928,109541.9214550441
156,143200.51443570387
797,145976.5037253578
327,106597.35391881359
2859,140165.24105244712
1453,111773.36035918928
1762,380387.41749332356
1868,194315.623879339
1760,179947.58886751297
1113,262355.02534944564
1812,187727.0134915746
117,158667.44379601406
1142,213407.20476024074
2342,345071.9090741554
927,121165.1119137539
2478,199896.90489060036
655,89464.61707257075
2064,111409.32049743642
369,222596.00671267
2239,123298.79250674939
2732,211272.10736228788
1653,159997.08787623962
959,207082.60700224567
2395,330897.0825458359
1412,98996.00970858178
271,268931.5974583932
1484,142052.35320589173
1497,146566.79034191862
552,151905.5871376761
2,118826.61826372947
1855,283568.6403392996
4,265866.16085749544
2292,153101.83405641062
134,149471.08584305676
646,109128.53757298048
42,324554.488574406
532,223871.11326696182
713,115912.27952554065
2561,123918.68009304936
2360,138968.40805099983
1333,130777.51255659424
1407,200736.8194474232
2892,280772.561699003
574,235928.0816938072
1227,174697.6192914903
2591,205507.43978816594
1476,214387.55909150367
1125,287388.09379637556
1446,116338.0261464584
408,117611.88377811584
1101,299972.1948523866
2251,180568.09864670679
373,198830.15823009188
2554,112900.37713946006
2382,282592.9407554191
1985,93054.42338544448
519,216496.11151803125
1093,202430.10470368498
864,269843.46492929047
2889,142548.23369648782
2308,187831.44181658936
986,144734.06320122565
1302,144870.14906812544
585,144403.76446226853
2708,156566.40677932958
147,135629.03798803655
1441,217388.3945200917
383,146624.1317935899
285,158092.34290574657
181,125109.01830928819
358,161735.24620511787
780,140564.1784096546
258,198604.3597158255
1865,209316.03430645587
692,147580.3433560207
2902,323351.3506000964
508,296022.2516755911
2638,141240.3405000209
36,148986.28658306546
611,169245.05355668787
2281,118551.16583003369
1678,125243.11324273056
1696,468617.1416373048
1557,103641.75802435676
2180,152661.6137677079
1726,226162.8247892703
951,130858.10373439043
267,244471.63185606565
2706,127823.53075778752
2221,222362.58383097756
1357,183474.27366157324
2901,308951.20092970517
347,173369.64408502853
2164,181836.87309507746
1586,322242.9731237134
360,153807.1894016205
1769,217196.3915384143
2617,126839.54875984025
1879,146669.71218454017
991,213332.62347823184
1535,119008.25477382487
1191,148998.72983649586
1579,206900.44554421102
1882,149547.2987252809
1510,125426.29623288872
2196,154072.3696732107
1845,164995.8952716678
2336,389134.6402151231
942,101515.91597814366
861,133111.34132212616
2555,104563.18446981795
1392,145003.81626567084
2099,292127.3385101714
1543,125867.55479601143
948,271171.0313961008
1239,156798.08015933243
22,163416.5179731009
2796,256634.61534973435
2747,160136.07057856998
92,313863.7421821657
210,144863.45123489224
1858,221192.8042095188
2228,174549.7491537201
447,234236.05687745597
827,242157.5795340424
1649,197749.18732035247
682,130099.28753164421
2698,121158.49354125085
494,162635.7436254438
214,99427.5147124508
2441,254071.90573119558
2679,107586.82875983945
1336,133746.89252363407
465,181404.81905525603
1524,124714.96920552955
2543,113731.53913868949
631,129852.8585313244
2452,336586.65160465194
228,146414.76049985556
126,148274.3711186665
1092,204619.77779059485
1122,209504.82228223054
932,211574.75676859758
1980,110875.17766324396
2171,113784.56059793843
551,151402.98946603978
2768,167907.353468788
2056,120901.82599120859
1159,417078.8008660263
2645,136896.9362653018
1174,164918.58595853613
2266,201191.0520359753
2462,385507.65101180103
1219,145670.79305792775
2922,186568.77144290204
118,144688.88866262225
474,177726.75369959467
2576,163127.340451803
872,290274.7236718128
1077,223457.50495675055
1536,147807.4180225287
1150,124000.16857417485
2341,306460.31881399354
1931,136501.17339266147
2785,119599.70365732344
2538,126546.96998115633
597,216785.17158780346
464,190604.69400758247
233,238104.88442026085
2169,119563.69741312801
2123,152842.68884214014
1867,185471.00937419132
137,272947.5066947463
515,220280.11692706402
933,125575.71652267751
2784,152277.71172323264
972,170754.95089451497
599,152190.43807772832
2614,116590.43460715868
2582,130622.76978514304
1409,168774.83539287164
175,94312.95439106878
352,233138.72065782128
976,110067.41947906374
2134,200266.71863250202
984,104810.47931477064
2396,334752.1726935867
1673,141215.4940453907
404,127635.71927981732
607,166441.1677900855
814,152250.9552889318
868,201525.22849650861
2271,205670.25050720095
1633,243498.51683345373
337,207188.20392299368
2765,163800.70656970277
1746,229733.10329969652
368,352453.47875623964
2806,203031.13181326567
1662,173976.0048095936
1234,200150.5678196116
1373,128507.44139043265
1672,106235.64259036277
1939,112238.71200405275
